	from	to	value
3907	G48	G72	0
3908	G48	G73	0
3909	G48	G74	0
3910	G48	G75	0
3911	G48	G76	0
3912	G48	G77	0
3913	G48	G78	0
3914	G48	G79	0
3915	G48	G80	0
3916	G49	G1	0
3917	G49	G2	0
3918	G49	G3	0
3919	G49	G4	0
3920	G49	G5	0
3921	G49	G6	0
3922	G49	G7	0
3923	G49	G8	0
3924	G49	G9	0
3925	G49	G10	0
3926	G49	G11	0
3927	G49	G12	0
3928	G49	G13	0
3929	G49	G14	0
3930	G49	G15	0
3931	G49	G16	0
3932	G49	G17	0
3933	G49	G18	0
3934	G49	G19	0
3935	G49	G20	0
3936	G49	G21	0
3937	G49	G22	0
3938	G49	G23	0
3939	G49	G24	0
3940	G49	G25	0
3941	G49	G26	0
3942	G49	G27	0
3943	G49	G28	0
3944	G49	G29	0
3945	G49	G30	0
3946	G49	G31	0
3947	G49	G32	0
3948	G49	G33	0
3949	G49	G34	0
3950	G49	G35	0
3951	G49	G36	0
3952	G49	G37	0
3953	G49	G38	0
3954	G49	G39	0
3955	G49	G40	0
3956	G49	G41	0
3957	G49	G42	0
3958	G49	G43	0
3959	G49	G44	0
3960	G49	G45	0
3961	G49	G46	0
3962	G49	G47	0
3963	G49	G48	0
3964	G49	G50	0
3965	G49	G51	0
3966	G49	G52	0
3967	G49	G53	0
3968	G49	G54	0
3969	G49	G55	0
3970	G49	G56	0
3971	G49	G57	0
3972	G49	G58	0
3973	G49	G59	0
3974	G49	G60	0
3975	G49	G61	0
3976	G49	G62	0
3977	G49	G63	0
3978	G49	G64	0
3979	G49	G65	0
3980	G49	G66	0
3981	G49	G67	0
3982	G49	G68	0
3983	G49	G69	0
3984	G49	G70	0
3985	G49	G71	0
3986	G49	G72	0
3987	G49	G73	0
3988	G49	G74	0
3989	G49	G75	0
3990	G49	G76	0
3991	G49	G77	0
3992	G49	G78	0
3993	G49	G79	0
3994	G49	G80	0
3995	G50	G1	0
3996	G50	G2	0
3997	G50	G3	0
3998	G50	G4	0
3999	G50	G5	0
4000	G50	G6	0
4001	G50	G7	0
4002	G50	G8	0
4003	G50	G9	0
4004	G50	G10	0
4005	G50	G11	0
4006	G50	G12	0
4007	G50	G13	0
4008	G50	G14	0
4009	G50	G15	0
4010	G50	G16	0
4011	G50	G17	0
4012	G50	G18	0
4013	G50	G19	0
4014	G50	G20	0
4015	G50	G21	0
4016	G50	G22	0
4017	G50	G23	0
4018	G50	G24	0
4019	G50	G25	0
4020	G50	G26	0
4021	G50	G27	0
4022	G50	G28	0
4023	G50	G29	0
4024	G50	G30	0
4025	G50	G31	0
4026	G50	G32	0
4027	G50	G33	0
4028	G50	G34	0
4029	G50	G35	0
4030	G50	G36	0
4031	G50	G37	0
4032	G50	G38	0
4033	G50	G39	0
4034	G50	G40	0
4035	G50	G41	0
4036	G50	G42	0
4037	G50	G43	0
4038	G50	G44	0
4039	G50	G45	0
4040	G50	G46	0
4041	G50	G47	0
4042	G50	G48	0
4043	G50	G49	0
4044	G50	G51	0
4045	G50	G52	0
4046	G50	G53	0
4047	G50	G54	0
4048	G50	G55	0
4049	G50	G56	0
4050	G50	G57	0
4051	G50	G58	0
4052	G50	G59	0
4053	G50	G60	0
4054	G50	G61	0
4055	G50	G62	0
4056	G50	G63	0
4057	G50	G64	0
4058	G50	G65	0
4059	G50	G66	0
4060	G50	G67	0
4061	G50	G68	0
4062	G50	G69	0
4063	G50	G70	0
4064	G50	G71	0
4065	G50	G72	0
4066	G50	G73	0
4067	G50	G74	0
4068	G50	G75	0
4069	G50	G76	0
4070	G50	G77	0
4071	G50	G78	0
4072	G50	G79	0
4073	G50	G80	0
4074	G51	G1	0
4075	G51	G2	0
4076	G51	G3	0
4077	G51	G4	0
4078	G51	G5	0
4079	G51	G6	0
4080	G51	G7	0
4081	G51	G8	0
4082	G51	G9	0
4083	G51	G10	0
4084	G51	G11	0
4085	G51	G12	0
4086	G51	G13	0
4087	G51	G14	0
4088	G51	G15	0
4089	G51	G16	0
4090	G51	G17	0
4091	G51	G18	0
4092	G51	G19	0
4093	G51	G20	0
4094	G51	G21	0
4095	G51	G22	0
4096	G51	G23	0
4097	G51	G24	0
4098	G51	G25	0
4099	G51	G26	0
4100	G51	G27	0
4101	G51	G28	0
4102	G51	G29	0
4103	G51	G30	0
4104	G51	G31	0
4105	G51	G32	0
4106	G51	G33	0
4107	G51	G34	0
4108	G51	G35	0
4109	G51	G36	0
4110	G51	G37	0
4111	G51	G38	0
4112	G51	G39	0
4113	G51	G40	0
4114	G51	G41	0
4115	G51	G42	0
4116	G51	G43	0
4117	G51	G44	0
4118	G51	G45	0
4119	G51	G46	0
4120	G51	G47	0
4121	G51	G48	0
4122	G51	G49	0
4123	G51	G50	0
4124	G51	G52	0
4125	G51	G53	0
4126	G51	G54	0
4127	G51	G55	0
4128	G51	G56	0
4129	G51	G57	0
4130	G51	G58	0
4131	G51	G59	0
4132	G51	G60	0
4133	G51	G61	0
4134	G51	G62	0
4135	G51	G63	0
4136	G51	G64	0
4137	G51	G65	0
4138	G51	G66	0
4139	G51	G67	0
4140	G51	G68	0
4141	G51	G69	0
4142	G51	G70	0
4143	G51	G71	0
4144	G51	G72	0
4145	G51	G73	0
4146	G51	G74	0
4147	G51	G75	0
4148	G51	G76	0
4149	G51	G77	0
4150	G51	G78	0
4151	G51	G79	0
4152	G51	G80	0
4153	G52	G1	0
4154	G52	G2	0
4155	G52	G3	0
4156	G52	G4	0
4157	G52	G5	0
4158	G52	G6	0
4159	G52	G7	0
4160	G52	G8	0
4161	G52	G9	0
4162	G52	G10	0
4163	G52	G11	0
4164	G52	G12	0
4165	G52	G13	0
4166	G52	G14	0
4167	G52	G15	0
4168	G52	G16	0
4169	G52	G17	0
4170	G52	G18	0
4171	G52	G19	0
4172	G52	G20	0
4173	G52	G21	0
4174	G52	G22	0
4175	G52	G23	0
4176	G52	G24	0
4177	G52	G25	0
4178	G52	G26	0
4179	G52	G27	0
4180	G52	G28	0
4181	G52	G29	0
4182	G52	G30	0
4183	G52	G31	0
4184	G52	G32	0
4185	G52	G33	0
4186	G52	G34	0
4187	G52	G35	0
4188	G52	G36	0
4189	G52	G37	0
4190	G52	G38	0
4191	G52	G39	0
4192	G52	G40	0
4193	G52	G41	0
4194	G52	G42	0
4195	G52	G43	0
4196	G52	G44	0
4197	G52	G48	0
4198	G52	G54	0
4199	G52	G60	0
4200	G52	G67	0
4201	G52	G70	0
4202	G52	G79	0
4203	G52	G80	0
4204	G53	G1	0
4205	G53	G2	0
4206	G53	G3	0
4207	G53	G4	0
4208	G53	G5	0
4209	G53	G6	0
4210	G53	G7	0
4211	G53	G8	0
4212	G53	G9	0
4213	G53	G10	0
4214	G53	G11	0
4215	G53	G12	0
4216	G53	G13	0
4217	G53	G14	0
4218	G53	G15	0
4219	G53	G16	0
4220	G53	G17	0
4221	G53	G18	0
4222	G53	G19	0
4223	G53	G20	0
4224	G53	G21	0
4225	G53	G22	0
4226	G53	G23	0
4227	G53	G24	0
4228	G53	G25	0
4229	G53	G26	0
4230	G53	G27	0
4231	G53	G28	0
4232	G53	G29	0
4233	G53	G30	0
4234	G53	G31	0
4235	G53	G32	0
4236	G53	G33	0
4237	G53	G34	0
4238	G53	G35	0
4239	G53	G36	0
4240	G53	G37	0
4241	G53	G38	0
4242	G53	G39	0
4243	G53	G40	0
4244	G53	G41	0
4245	G53	G42	0
4246	G53	G43	0
4247	G53	G44	0
4248	G53	G45	0
4249	G53	G46	0
4250	G53	G47	0
4251	G53	G48	0
4252	G53	G49	0
4253	G53	G50	0
4254	G53	G51	0
4255	G53	G52	0
4256	G53	G54	0
4257	G53	G55	0
4258	G53	G56	0
4259	G53	G57	0
4260	G53	G58	0
4261	G53	G59	0
4262	G53	G60	0
4263	G53	G61	0
4264	G53	G62	0
4265	G53	G63	0
4266	G53	G64	0
4267	G53	G65	0
4268	G53	G66	0
4269	G53	G67	0
4270	G53	G68	0
4271	G53	G69	0
4272	G53	G70	0
4273	G53	G71	0
4274	G53	G72	0
4275	G53	G73	0
4276	G53	G74	0
4277	G53	G75	0
4278	G53	G76	0
4279	G53	G77	0
4280	G53	G78	0
4281	G53	G79	0
4282	G53	G80	0
4283	G54	G1	0
4284	G54	G2	0
4285	G54	G3	0
4286	G54	G4	0
4287	G54	G5	0
4288	G54	G6	0
4289	G54	G7	0
4290	G54	G8	0
4291	G54	G9	0
4292	G54	G10	0
4293	G54	G11	0
4294	G54	G12	0
4295	G54	G13	0
4296	G54	G14	0
4297	G54	G15	0
4298	G54	G16	0
4299	G54	G17	0
4300	G54	G18	0
4301	G54	G19	0
4302	G54	G21	0
4303	G54	G22	0
4304	G54	G23	0
4305	G54	G24	0
4306	G54	G25	0
4307	G54	G26	0
4308	G54	G27	0
4309	G54	G29	0
4310	G54	G30	0
4311	G54	G32	0
4312	G54	G33	0
4313	G54	G34	0
4314	G54	G35	0
4315	G54	G36	0
4316	G54	G37	0
4317	G54	G38	0
4318	G54	G39	0
4319	G54	G40	0
4320	G54	G41	0
4321	G54	G42	0
4322	G54	G43	0
4323	G54	G44	0
4324	G54	G48	0
4325	G54	G52	0
4326	G54	G60	0
4327	G54	G67	0
4328	G54	G70	0
4329	G54	G79	0
4330	G54	G80	0
4331	G55	G1	0
4332	G55	G2	0
4333	G55	G3	0
4334	G55	G4	0
4335	G55	G5	0
4336	G55	G6	0
4337	G55	G7	0
4338	G55	G8	0
4339	G55	G9	0
4340	G55	G10	0
4341	G55	G11	0
4342	G55	G12	0
4343	G55	G13	0
4344	G55	G14	0
4345	G55	G15	0
4346	G55	G16	0
4347	G55	G17	0
4348	G55	G18	0
4349	G55	G19	0
4350	G55	G20	0
4351	G55	G21	0
4352	G55	G22	0
4353	G55	G23	0
4354	G55	G24	0
4355	G55	G25	0
4356	G55	G26	0
4357	G55	G27	0
4358	G55	G28	0
4359	G55	G29	0
4360	G55	G30	0
4361	G55	G31	0
4362	G55	G32	0
4363	G55	G33	0
4364	G55	G34	0
4365	G55	G35	0
4366	G55	G36	0
4367	G55	G37	0
4368	G55	G38	0
4369	G55	G39	0
4370	G55	G40	0
4371	G55	G41	0
4372	G55	G42	0
4373	G55	G43	0
4374	G55	G44	0
4375	G55	G45	0
4376	G55	G46	0
4377	G55	G47	0
4378	G55	G48	0
4379	G55	G49	0
4380	G55	G50	0
4381	G55	G51	0
4382	G55	G52	0
4383	G55	G53	0
4384	G55	G54	0
4385	G55	G56	0
4386	G55	G57	0
4387	G55	G58	0
4388	G55	G59	0
4389	G55	G60	0
4390	G55	G61	0
4391	G55	G62	0
4392	G55	G63	0
4393	G55	G64	0
4394	G55	G65	0
4395	G55	G66	0
4396	G55	G67	0
4397	G55	G68	0
4398	G55	G69	0
4399	G55	G70	0
4400	G55	G71	0
4401	G55	G72	0
4402	G55	G73	0
4403	G55	G74	0
4404	G55	G75	0
4405	G55	G76	0
4406	G55	G77	0
4407	G55	G78	0
4408	G55	G79	0
4409	G55	G80	0
4410	G56	G1	0
4411	G56	G2	0
4412	G56	G3	0
4413	G56	G4	0
4414	G56	G5	0
4415	G56	G6	0
4416	G56	G7	0
4417	G56	G8	0
4418	G56	G9	0
4419	G56	G10	0
4420	G56	G11	0
4421	G56	G12	0
4422	G56	G13	0
4423	G56	G14	0
4424	G56	G15	0
4425	G56	G16	0
4426	G56	G17	0
4427	G56	G18	0
4428	G56	G19	0
4429	G56	G20	0
4430	G56	G21	0
4431	G56	G22	0
4432	G56	G23	0
4433	G56	G24	0
4434	G56	G25	0
4435	G56	G26	0
4436	G56	G27	0
4437	G56	G28	0
4438	G56	G29	0
4439	G56	G30	0
4440	G56	G31	0
4441	G56	G32	0
4442	G56	G33	0
4443	G56	G34	0
4444	G56	G35	0
4445	G56	G36	0
4446	G56	G37	0
4447	G56	G38	0
4448	G56	G39	0
4449	G56	G40	0
4450	G56	G41	0
4451	G56	G42	0
4452	G56	G43	0
4453	G56	G44	0
4454	G56	G45	0
4455	G56	G46	0
4456	G56	G47	0
4457	G56	G48	0
4458	G56	G49	0
4459	G56	G50	0
4460	G56	G51	0
4461	G56	G52	0
4462	G56	G53	0
4463	G56	G54	0
4464	G56	G55	0
4465	G56	G57	0
4466	G56	G58	0
4467	G56	G59	0
4468	G56	G60	0
4469	G56	G61	0
4470	G56	G62	0
4471	G56	G63	0
4472	G56	G64	0
4473	G56	G65	0
4474	G56	G66	0
4475	G56	G67	0
4476	G56	G68	0
4477	G56	G69	0
4478	G56	G70	0
4479	G56	G71	0
4480	G56	G72	0
4481	G56	G73	0
4482	G56	G74	0
4483	G56	G75	0
4484	G56	G76	0
4485	G56	G77	0
4486	G56	G78	0
4487	G56	G79	0
4488	G56	G80	0
4489	G57	G1	0
4490	G57	G2	0
4491	G57	G3	0
4492	G57	G4	0
4493	G57	G5	0
4494	G57	G6	0
4495	G57	G7	0
4496	G57	G8	0
4497	G57	G9	0
4498	G57	G10	0
4499	G57	G11	0
4500	G57	G12	0
4501	G57	G13	0
4502	G57	G14	0
4503	G57	G15	0
4504	G57	G16	0
4505	G57	G17	0
4506	G57	G18	0
4507	G57	G19	0
4508	G57	G20	0
4509	G57	G21	0
4510	G57	G22	0
4511	G57	G23	0
4512	G57	G24	0
4513	G57	G25	0
4514	G57	G26	0
4515	G57	G27	0
4516	G57	G28	0
4517	G57	G29	0
4518	G57	G30	0
4519	G57	G31	0
4520	G57	G32	0
4521	G57	G33	0
4522	G57	G34	0
4523	G57	G35	0
4524	G57	G36	0
4525	G57	G37	0
4526	G57	G38	0
4527	G57	G39	0
4528	G57	G40	0
4529	G57	G41	0
4530	G57	G42	0
4531	G57	G43	0
4532	G57	G44	0
4533	G57	G45	0
4534	G57	G46	0
4535	G57	G47	0
4536	G57	G48	0
4537	G57	G49	0
4538	G57	G50	0
4539	G57	G51	0
4540	G57	G52	0
4541	G57	G53	0
4542	G57	G54	0
4543	G57	G55	0
4544	G57	G56	0
4545	G57	G58	0
4546	G57	G59	0
4547	G57	G60	0
4548	G57	G61	0
4549	G57	G62	0
4550	G57	G63	0
4551	G57	G64	0
4552	G57	G65	0
4553	G57	G66	0
4554	G57	G67	0
4555	G57	G68	0
4556	G57	G69	0
4557	G57	G70	0
4558	G57	G71	0
4559	G57	G72	0
4560	G57	G73	0
4561	G57	G74	0
4562	G57	G75	0
4563	G57	G76	0
4564	G57	G77	0
4565	G57	G78	0
4566	G57	G79	0
4567	G57	G80	0
4568	G58	G1	0
4569	G58	G2	0
4570	G58	G3	0
4571	G58	G4	0
4572	G58	G5	0
4573	G58	G6	0
4574	G58	G7	0
4575	G58	G8	0
4576	G58	G9	0
4577	G58	G10	0
4578	G58	G11	0
4579	G58	G12	0
4580	G58	G13	0
4581	G58	G14	0
4582	G58	G15	0
4583	G58	G16	0
4584	G58	G17	0
4585	G58	G18	0
4586	G58	G19	0
4587	G58	G20	0
4588	G58	G21	0
4589	G58	G22	0
4590	G58	G23	0
4591	G58	G24	0
4592	G58	G25	0
4593	G58	G26	0
4594	G58	G27	0
4595	G58	G28	0
4596	G58	G29	0
4597	G58	G30	0
4598	G58	G31	0
4599	G58	G32	0
4600	G58	G33	0
4601	G58	G34	0
4602	G58	G35	0
4603	G58	G36	0
4604	G58	G37	0
4605	G58	G38	0
4606	G58	G39	0
4607	G58	G40	0
4608	G58	G41	0
4609	G58	G42	0
4610	G58	G43	0
4611	G58	G44	0
4612	G58	G45	0
4613	G58	G46	0
4614	G58	G47	0
4615	G58	G48	0
4616	G58	G49	0
4617	G58	G50	0
4618	G58	G51	0
4619	G58	G52	0
4620	G58	G53	0
4621	G58	G54	0
4622	G58	G55	0
4623	G58	G56	0
4624	G58	G57	0
4625	G58	G59	0
4626	G58	G60	0
4627	G58	G61	0
4628	G58	G62	0
4629	G58	G63	0
4630	G58	G64	0
4631	G58	G65	0
4632	G58	G66	0
4633	G58	G67	0
4634	G58	G68	0
4635	G58	G69	0
4636	G58	G70	0
4637	G58	G71	0
4638	G58	G72	0
4639	G58	G73	0
4640	G58	G74	0
4641	G58	G75	0
4642	G58	G76	0
4643	G58	G77	0
4644	G58	G78	0
4645	G58	G79	0
4646	G58	G80	0
4647	G59	G1	0
4648	G59	G2	0
4649	G59	G3	0
4650	G59	G4	0
4651	G59	G5	0
4652	G59	G6	0
4653	G59	G7	0
4654	G59	G8	0
4655	G59	G9	0
4656	G59	G10	0
4657	G59	G11	0
4658	G59	G12	0
4659	G59	G13	0
4660	G59	G14	0
4661	G59	G15	0
4662	G59	G16	0
4663	G59	G17	0
4664	G59	G18	0
4665	G59	G19	0
4666	G59	G20	0
4667	G59	G21	0
4668	G59	G22	0
4669	G59	G23	0
4670	G59	G24	0
4671	G59	G25	0
4672	G59	G26	0
4673	G59	G27	0
4674	G59	G28	0
4675	G59	G29	0
4676	G59	G30	0
4677	G59	G31	0
4678	G59	G32	0
4679	G59	G33	0
4680	G59	G34	0
4681	G59	G35	0
4682	G59	G36	0
4683	G59	G37	0
4684	G59	G38	0
4685	G59	G39	0
4686	G59	G40	0
4687	G59	G41	0
4688	G59	G42	0
4689	G59	G43	0
4690	G59	G44	0
4691	G59	G45	0
4692	G59	G46	0
4693	G59	G47	0
4694	G59	G48	0
4695	G59	G49	0
4696	G59	G50	0
4697	G59	G51	0
4698	G59	G52	0
4699	G59	G53	0
4700	G59	G54	0
4701	G59	G55	0
4702	G59	G56	0
4703	G59	G57	0
4704	G59	G58	0
4705	G59	G60	0
4706	G59	G61	0
4707	G59	G62	0
4708	G59	G63	0
4709	G59	G64	0
4710	G59	G65	0
4711	G59	G66	0
4712	G59	G67	0
4713	G59	G68	0
4714	G59	G69	0
4715	G59	G70	0
4716	G59	G71	0
4717	G59	G72	0
4718	G59	G73	0
4719	G59	G74	0
4720	G59	G75	0
4721	G59	G76	0
4722	G59	G77	0
4723	G59	G78	0
4724	G59	G79	0
4725	G59	G80	0
4726	G60	G1	0
4727	G60	G2	0
4728	G60	G3	0
4729	G60	G4	0
4730	G60	G5	0
4731	G60	G6	0
4732	G60	G7	0
4733	G60	G8	0
4734	G60	G9	0
4735	G60	G10	0
4736	G60	G11	0
4737	G60	G12	0
4738	G60	G13	0
4739	G60	G14	0
4740	G60	G15	0
4741	G60	G16	0
4742	G60	G17	0
4743	G60	G18	0
4744	G60	G19	0
4745	G60	G20	0
4746	G60	G21	0
4747	G60	G22	0
4748	G60	G23	0
4749	G60	G24	0
4750	G60	G25	0
4751	G60	G26	0
4752	G60	G27	0
4753	G60	G28	0
4754	G60	G29	0
4755	G60	G30	0
4756	G60	G31	0
4757	G60	G32	0
4758	G60	G33	0
4759	G60	G34	0
4760	G60	G35	0
4761	G60	G36	0
4762	G60	G37	0
4763	G60	G38	0
4764	G60	G39	0
4765	G60	G40	0
4766	G60	G41	0
4767	G60	G42	0
4768	G60	G43	0
4769	G60	G44	0
4770	G60	G45	0
4771	G60	G46	0
4772	G60	G47	0
4773	G60	G48	0
4774	G60	G49	0
4775	G60	G50	0
4776	G60	G51	0
4777	G60	G52	0
4778	G60	G67	0
4779	G60	G70	0
4780	G60	G72	0
4781	G60	G73	0
4782	G60	G74	0
4783	G60	G75	0
4784	G60	G76	0
4785	G60	G77	0
4786	G60	G78	0
4787	G60	G79	0
4788	G60	G80	0
4789	G61	G1	0
4790	G61	G2	0
4791	G61	G3	0
4792	G61	G4	0
4793	G61	G5	0
4794	G61	G6	0
4795	G61	G7	0
4796	G61	G8	0
4797	G61	G9	0
4798	G61	G10	0
4799	G61	G11	0
4800	G61	G12	0
4801	G61	G13	0
4802	G61	G14	0
4803	G61	G15	0
4804	G61	G16	0
4805	G61	G17	0
4806	G61	G18	0
4807	G61	G19	0
4808	G61	G20	0
4809	G61	G21	0
4810	G61	G22	0
4811	G61	G23	0
4812	G61	G24	0
4813	G61	G25	0
4814	G61	G26	0
4815	G61	G27	0
4816	G61	G28	0
4817	G61	G29	0
4818	G61	G30	0
4819	G61	G31	0
4820	G61	G32	0
4821	G61	G33	0
4822	G61	G34	0
4823	G61	G35	0
4824	G61	G36	0
4825	G61	G37	0
4826	G61	G38	0
4827	G61	G39	0
4828	G61	G40	0
4829	G61	G41	0
4830	G61	G42	0
4831	G61	G43	0
4832	G61	G44	0
4833	G61	G45	0
4834	G61	G46	0
4835	G61	G47	0
4836	G61	G48	0
4837	G61	G49	0
4838	G61	G50	0
4839	G61	G51	0
4840	G61	G52	0
4841	G61	G53	0
4842	G61	G54	0
4843	G61	G55	0
4844	G61	G56	0
4845	G61	G57	0
4846	G61	G58	0
4847	G61	G59	0
4848	G61	G60	0
4849	G61	G62	0
4850	G61	G63	0
4851	G61	G64	0
4852	G61	G65	0
4853	G61	G66	0
4854	G61	G67	0
4855	G61	G68	0
4856	G61	G69	0
4857	G61	G70	0
4858	G61	G71	0
4859	G61	G72	0
4860	G61	G73	0
4861	G61	G74	0
4862	G61	G75	0
4863	G61	G76	0
4864	G61	G77	0
4865	G61	G78	0
4866	G61	G79	0
4867	G61	G80	0
4868	G62	G1	0
4869	G62	G2	0
4870	G62	G3	0
4871	G62	G4	0
4872	G62	G5	0
4873	G62	G6	0
4874	G62	G7	0
4875	G62	G8	0
4876	G62	G9	0
4877	G62	G10	0
4878	G62	G11	0
4879	G62	G12	0
4880	G62	G13	0
4881	G62	G14	0
4882	G62	G15	0
4883	G62	G16	0
4884	G62	G17	0
4885	G62	G18	0
4886	G62	G19	0
4887	G62	G20	0
4888	G62	G21	0
4889	G62	G22	0
4890	G62	G23	0
4891	G62	G24	0
4892	G62	G25	0
4893	G62	G26	0
4894	G62	G27	0
4895	G62	G28	0
4896	G62	G29	0
4897	G62	G30	0
4898	G62	G31	0
4899	G62	G32	0
4900	G62	G33	0
4901	G62	G34	0
4902	G62	G35	0
4903	G62	G36	0
4904	G62	G37	0
4905	G62	G38	0
4906	G62	G39	0
4907	G62	G40	0
4908	G62	G41	0
4909	G62	G42	0
4910	G62	G43	0
4911	G62	G44	0
4912	G62	G45	0
4913	G62	G46	0
4914	G62	G47	0
4915	G62	G48	0
4916	G62	G49	0
4917	G62	G50	0
4918	G62	G51	0
4919	G62	G52	0
4920	G62	G53	0
4921	G62	G54	0
4922	G62	G55	0
4923	G62	G56	0
4924	G62	G57	0
4925	G62	G58	0
4926	G62	G59	0
4927	G62	G60	0
4928	G62	G61	0
4929	G62	G63	0
4930	G62	G64	0
4931	G62	G65	0
4932	G62	G66	0
4933	G62	G67	0
4934	G62	G68	0
4935	G62	G69	0
4936	G62	G70	0
4937	G62	G71	0
4938	G62	G72	0
4939	G62	G73	0
4940	G62	G74	0
4941	G62	G75	0
4942	G62	G76	0
4943	G62	G77	0
4944	G62	G78	0
4945	G62	G79	0
4946	G62	G80	0
4947	G63	G1	0
4948	G63	G2	0
4949	G63	G3	0
4950	G63	G4	0
4951	G63	G5	0
4952	G63	G6	0
4953	G63	G7	0
4954	G63	G8	0
4955	G63	G9	0
4956	G63	G10	0
4957	G63	G11	0
4958	G63	G12	0
4959	G63	G13	0
4960	G63	G14	0
4961	G63	G15	0
4962	G63	G16	0
4963	G63	G17	0
4964	G63	G18	0
4965	G63	G19	0
4966	G63	G20	0
4967	G63	G21	0
4968	G63	G22	0
4969	G63	G23	0
4970	G63	G24	0
4971	G63	G25	0
4972	G63	G26	0
4973	G63	G27	0
4974	G63	G28	0
4975	G63	G29	0
4976	G63	G30	0
4977	G63	G31	0
4978	G63	G32	0
4979	G63	G33	0
4980	G63	G34	0
4981	G63	G35	0
4982	G63	G36	0
4983	G63	G37	0
4984	G63	G38	0
4985	G63	G39	0
4986	G63	G40	0
4987	G63	G41	0
4988	G63	G42	0
4989	G63	G43	0
4990	G63	G44	0
4991	G63	G45	0
4992	G63	G46	0
4993	G63	G47	0
4994	G63	G48	0
4995	G63	G49	0
4996	G63	G50	0
4997	G63	G51	0
4998	G63	G52	0
4999	G63	G53	0
5000	G63	G54	0
5001	G63	G55	0
5002	G63	G56	0
5003	G63	G57	0
5004	G63	G58	0
5005	G63	G59	0
5006	G63	G60	0
5007	G63	G61	0
5008	G63	G62	0
5009	G63	G64	0
5010	G63	G65	0
5011	G63	G66	0
5012	G63	G67	0
5013	G63	G68	0
5014	G63	G69	0
5015	G63	G70	0
5016	G63	G71	0
5017	G63	G72	0
5018	G63	G73	0
5019	G63	G74	0
5020	G63	G75	0
5021	G63	G76	0
5022	G63	G77	0
5023	G63	G78	0
5024	G63	G79	0
5025	G63	G80	0
5026	G64	G1	0
5027	G64	G2	0
5028	G64	G3	0
5029	G64	G4	0
5030	G64	G5	0
5031	G64	G6	0
5032	G64	G7	0
5033	G64	G8	0
5034	G64	G9	0
5035	G64	G10	0
5036	G64	G11	0
5037	G64	G12	0
5038	G64	G13	0
5039	G64	G14	0
5040	G64	G15	0
5041	G64	G16	0
5042	G64	G17	0
5043	G64	G18	0
5044	G64	G19	0
5045	G64	G20	0
5046	G64	G21	0
5047	G64	G22	0
5048	G64	G23	0
5049	G64	G24	0
5050	G64	G25	0
5051	G64	G26	0
5052	G64	G27	0
5053	G64	G28	0
5054	G64	G29	0
5055	G64	G30	0
5056	G64	G31	0
5057	G64	G32	0
5058	G64	G33	0
5059	G64	G34	0
5060	G64	G35	0
5061	G64	G36	0
5062	G64	G37	0
5063	G64	G38	0
5064	G64	G39	0
5065	G64	G40	0
5066	G64	G41	0
5067	G64	G42	0
5068	G64	G43	0
5069	G64	G44	0
5070	G64	G45	0
5071	G64	G46	0
5072	G64	G47	0
5073	G64	G48	0
5074	G64	G49	0
5075	G64	G50	0
5076	G64	G51	0
5077	G64	G52	0
5078	G64	G53	0
5079	G64	G54	0
5080	G64	G55	0
5081	G64	G56	0
5082	G64	G57	0
5083	G64	G58	0
5084	G64	G59	0
5085	G64	G60	0
5086	G64	G61	0
5087	G64	G62	0
5088	G64	G63	0
5089	G64	G65	0
5090	G64	G66	0
5091	G64	G67	0
5092	G64	G68	0
5093	G64	G69	0
5094	G64	G70	0
5095	G64	G71	0
5096	G64	G72	0
5097	G64	G73	0
5098	G64	G74	0
5099	G64	G75	0
5100	G64	G76	0
5101	G64	G77	0
5102	G64	G78	0
5103	G64	G79	0
5104	G64	G80	0
5105	G65	G1	0
5106	G65	G2	0
5107	G65	G3	0
5108	G65	G4	0
5109	G65	G5	0
5110	G65	G6	0
5111	G65	G7	0
5112	G65	G8	0
5113	G65	G9	0
5114	G65	G10	0
5115	G65	G11	0
5116	G65	G12	0
5117	G65	G13	0
5118	G65	G14	0
5119	G65	G15	0
5120	G65	G16	0
5121	G65	G17	0
5122	G65	G18	0
5123	G65	G19	0
5124	G65	G20	0
5125	G65	G21	0
5126	G65	G22	0
5127	G65	G23	0
5128	G65	G24	0
5129	G65	G25	0
5130	G65	G26	0
5131	G65	G27	0
5132	G65	G28	0
5133	G65	G29	0
5134	G65	G30	0
5135	G65	G31	0
5136	G65	G32	0
5137	G65	G33	0
5138	G65	G34	0
5139	G65	G35	0
5140	G65	G36	0
5141	G65	G37	0
5142	G65	G38	0
5143	G65	G39	0
5144	G65	G40	0
5145	G65	G41	0
5146	G65	G42	0
5147	G65	G43	0
5148	G65	G44	0
5149	G65	G45	0
5150	G65	G46	0
5151	G65	G47	0
5152	G65	G48	0
5153	G65	G49	0
5154	G65	G50	0
5155	G65	G51	0
5156	G65	G52	0
5157	G65	G53	0
5158	G65	G54	0
5159	G65	G55	0
5160	G65	G56	0
5161	G65	G57	0
5162	G65	G58	0
5163	G65	G59	0
5164	G65	G60	0
5165	G65	G61	0
5166	G65	G62	0
5167	G65	G63	0
5168	G65	G64	0
5169	G65	G66	0
5170	G65	G67	0
5171	G65	G68	0
5172	G65	G69	0
5173	G65	G70	0
5174	G65	G71	0
5175	G65	G72	0
5176	G65	G73	0
5177	G65	G74	0
5178	G65	G75	0
